Template,Function,Genome,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,shotgunReadcount,RelavantPercentInVF,PercentageInShotgun,SampleID
VFG048277,"outer membrane usher protein ",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,79368,1513,2646,99.47,100,99.47,100,30.48,74940.02,1e-26,19692855,0.0337178250056696,5.60047776612055e-05,1203N
VFG048751,"type VI secretion protein TssM",Klebsiella pneumoniae subsp. pneumoniae HS11286,75551,1963,3426,88.65,91.24,97.15,109.6,23.38,69859,1e-26,19692855,0.0305542685818802,5.07501601375898e-05,1203N
VFG048693,"type VI secretion system ATPase TssH",Klebsiella pneumoniae subsp. pneumoniae HS11286,70636,1524,2655,99.06,100,99.06,100,27.52,66190.7,1e-26,19692855,0.0305469395037705,5.0737986653982e-05,1203N
VFG048518,"outer membrane receptor FepA",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,59783,1285,2229,98.16,100,98.16,100,28.89,56033.35,1e-26,19692855,0.0269223124475307,4.47175380528232e-05,1203N
VFG048767,"type VI secretion system baseplate subunit TssF",Klebsiella pneumoniae subsp. pneumoniae HS11286,47161,1017,1755,99.6,100,99.6,100,27.39,44193.2,1e-26,19692855,0.0200966608243759,3.33802379309039e-05,1203N
VFG048429,"enterobactin synthase subunit E",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,46194,933,1608,99.63,100,99.63,100,29.18,43468.79,1e-26,19692855,0.0196167059342536,3.25830403980206e-05,1203N
VFG000362,"yersiniabactin biosynthetic protein Irp1",Yersinia pestis CO92,46213,5518,9492,98.64,98.89,99.74,101.12,4.93,32012.22,1e-26,19692855,0.0193469173141261,3.21349257380975e-05,1203N
VFG048819,"mannose-1-phosphate guanylyltransferase",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,43161,822,1416,98.16,100,98.16,100,32.35,40754.56,1e-26,19692855,0.0191510366850189,3.18095710902387e-05,1203N
VFG048808,"phosphomannomutase",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,43260,796,1371,97.08,99.64,97.44,100.37,33.4,40928.17,1e-26,19692855,0.0190753445115187,3.1683847579103e-05,1203N
VFG002415,"E. coli common pilus usher EcpC",Escherichia coli O157:H7 str. EDL933,32191,1474,2526,92.2,100.04,92.16,99.96,16.54,28024.81,1e-26,19692855,0.0174741992851198,2.902437051044e-05,1203N
VFG048639,"type VI secretion system contractile sheath large subunit VipB",Klebsiella pneumoniae subsp. pneumoniae HS11286,39263,899,1545,98.32,100,98.32,100,26.95,36646.09,1e-26,19692855,0.0174077244328812,2.89139568251248e-05,1203N
VFG048459,"enterobactin exporter EntS",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,36468,723,1242,99.28,100,99.28,100,30.15,34353.46,1e-26,19692855,0.0156553817492779,2.60033431552058e-05,1203N
VFG048508,"enterobactin/ferric enterobactin esterase",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,36308,704,1209,99.34,100,99.34,100,30.76,34248.32,1e-26,19692855,0.0155477440231162,2.58245585829319e-05,1203N
VFG048650,"type VI secretion system baseplate subunit TssK",Klebsiella pneumoniae subsp. pneumoniae HS11286,35613,783,1344,99.11,100,99.11,100,27.44,33330.38,1e-26,19692855,0.0154183580078419,2.56096504440858e-05,1203N
VFG048439,"isochorismate synthase",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,35843,692,1188,99.33,100,99.33,100,30.95,33818.48,1e-26,19692855,0.0153720519620497,2.55327368294464e-05,1203N
VFG049133,"acriflavine resistance protein A",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,36198,695,1194,99.83,100,99.83,100,30.63,34163.3,1e-26,19692855,0.0152899502893097,2.53963672407603e-05,1203N
VFG048317,"transcriptional regulator",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,35350,723,1242,99.6,100,99.6,100,29.03,33236.22,1e-26,19692855,0.0150738219629034,2.50373814857587e-05,1203N
VFG048830,"6-phosphogluconate dehydrogenase",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,28878,822,1407,94.46,100,94.46,100,24.5,26501.73,1e-26,19692855,0.0144116906602317,2.39375917934396e-05,1203N
VFG048478,"iron-enterobactin transporter permease",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,32493,579,993,99.19,100,99.19,100,33.56,30795.13,1e-26,19692855,0.0139324005102033,2.314149838341e-05,1203N
VFG002416,"polymerized tip adhesin of ECP fibers",Escherichia coli O157:H7 str. EDL933,24920,962,1644,90.27,99.82,90.43,100.18,20.12,22175.19,1e-26,19692855,0.0138039095511606,2.29280769189041e-05,1203N
VFG043624,"fimbrial adhesin protein precursor MrkD",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,32390,581,996,99.8,100,99.8,100,32.85,30687.17,1e-26,19692855,0.0136788460622792,2.2720348428494e-05,1203N
VFG048468,"iron-enterobactin transporter membrane protein",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,32134,588,1008,99.9,100,99.9,100,32.05,30411.28,1e-26,19692855,0.0135065153284803,2.24341097867971e-05,1203N
VFG048797,"UDP-glucose 6-dehydrogenase",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,27905,682,1167,97.77,100,97.77,100,25.54,25922.93,1e-26,19692855,0.0124608164493139,2.06972203753823e-05,1203N
VFG048307,"type 1 fimbrial adhesin precursor",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,29078,531,909,99.34,100,99.34,100,32.73,27522.4,1e-26,19692855,0.0124384034201073,2.06599926859563e-05,1203N
VFG048449,"iron-enterobactin transporter periplasmic binding protein",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,27973,561,960,99.58,100,99.58,100,29.57,26333.21,1e-26,19692855,0.0118679937081395,1.97125511149422e-05,1203N
VFG044322,"siderophore esterase IroE",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,26836,547,936,99.15,100,99.15,100,29.44,25237.15,1e-26,19692855,0.0115204224348473,1.913524069e-05,1203N
VFG048776,"type VI secretion system baseplate subunit TssG",Klebsiella pneumoniae subsp. pneumoniae HS11286,26908,635,1086,99.63,100,99.63,100,25.11,25060.71,1e-26,19692855,0.0114006939643347,1.89363735812926e-05,1203N
VFG000363,"yersiniabactin biosynthetic protein Irp2",Yersinia pestis CO92,27066,3577,6108,96.35,96.91,99.43,103.19,4.51,18004.39,1e-26,19692855,0.0111608922063176,1.85380666282715e-05,1203N
VFG048990,"UTP-glucose-1-phosphate uridylyltransferase subunit GalF",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,24938,525,897,98.89,100,98.89,100,28.83,23405.86,1e-26,19692855,0.0108116464452034,1.79579749053613e-05,1203N
VFG048348,"phosphodiesterase",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,25361,419,717,99.86,100,99.86,100,35.71,24129.29,1e-26,19692855,0.0107044351560831,1.77798986383143e-05,1203N
VFG048488,"iron-enterobactin transporter ATP-binding protein",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,24448,465,795,99.87,100,99.87,100,31,23086.22,1e-26,19692855,0.0103034714567515,1.71139042324621e-05,1203N
VFG048409,"2,3-dihydroxybenzoate-2,3-dehydrogenase",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,23044,460,786,98.22,100,98.22,100,31.23,21698.51,1e-26,19692855,0.0102624080781156,1.70456986056124e-05,1203N
VFG048419,"2,3-dihydro-2,3-dihydroxybenzoate synthetase, isochroismatase",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,21651,499,852,98.71,100,98.71,100,26.52,20197.55,1e-26,19692855,0.00944643334161733,1.56903773864334e-05,1203N
VFG043626,"fimbrial chaperone protein mrkB precursor",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,22075,411,702,99.57,100,99.57,100,31.94,20870.7,1e-26,19692855,0.0093740393827027,1.55701321579127e-05,1203N
VFG048980,"surface assembly of capsule",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,21444,888,1515,73.33,80.13,91.52,124.79,17.38,18920.09,1e-26,19692855,0.00882088779101976,1.4651356053584e-05,1203N
VFG048327,"transcriptional activator",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,20261,417,711,99.72,100,99.72,100,28.86,19043.43,1e-26,19692855,0.00857868413138384,1.42490595797053e-05,1203N
VFG043627,"type 3 fimbrial major pilin subunit MrkA",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,19408,357,609,99.34,100,99.34,100,32.6,18361.77,1e-26,19692855,0.00830022074333418,1.37865362665354e-05,1203N
VFG048267,"periplasmic chaperone",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,19524,426,726,99.72,100,99.72,100,27.29,18282.37,1e-26,19692855,0.00828313817714538,1.37581623924457e-05,1203N
VFG000930,"enterobactin synthase multienzyme complex component, ATP-dependent",Escherichia coli CFT073,18460,2280,3882,98.17,100.05,98.12,99.95,5.03,12621,1e-26,19692855,0.00816761689685661,1.35662833606095e-05,1203N
VFG048237,"tyrosine recombinase",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,18898,357,609,99.18,100,99.18,100,31.83,17852.23,1e-26,19692855,0.0081041725846726,1.34609033547184e-05,1203N
VFG043623,"type 3 fimbrial minor pilin subunit MrkF",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,18723,373,636,99.69,100,99.69,100,29.79,17632.25,1e-26,19692855,0.00792104295991298,1.31567279247754e-05,1203N
VFG048661,"type VI secretion system protein, DotU/TssL family",Klebsiella pneumoniae subsp. pneumoniae HS11286,18376,405,690,99.42,100,99.42,100,27.14,17195.72,1e-26,19692855,0.00782913323522026,1.30040673158704e-05,1203N
VFG048985,"phosphatase PAP2 family protein",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,15422,370,630,94.6,100,94.6,100,29.62,14345.8,1e-26,19692855,0.00780154025018696,1.29582358011882e-05,1203N
VFG048247,"type 1 major fimbrial subunit precursor",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,17476,322,549,99.64,100,99.64,100,32.2,16532.13,1e-26,19692855,0.00739065561850932,1.22757628825571e-05,1203N
VFG049018,"transcriptional regulator RcsB",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,16902,382,651,99.85,100,99.85,100,26.77,15788.59,1e-26,19692855,0.00728591515577611,1.21017906193248e-05,1203N
VFG048257,"type 1 pilus biosynthesis fimbrial protein",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,16254,373,636,99.06,100,99.06,100,26.33,15166.48,1e-26,19692855,0.00700104266983917,1.16286218952446e-05,1203N
VFG002412,"E. coli common pilus chaperone EcpB",Escherichia coli O157:H7 str. EDL933,11260,393,669,90.28,100,90.28,100,22.56,10131.46,1e-26,19692855,0.00630986347928693,1.04805841174692e-05,1203N
VFG048338,"LuxR family regulatory protein",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,14461,343,585,99.32,100,99.32,100,25.32,13460.98,1e-26,19692855,0.00619261837742727,1.02858418450832e-05,1203N
VFG048229,"tyrosine recombinase",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,14427,356,606,99.5,100,99.5,100,24.31,13392.3,1e-26,19692855,0.00615903018928219,1.0230052392211e-05,1203N
VFG045349,"adhesin FdeC",Escherichia coli O45:K1:H7 str. S88,14854,2501,4251,91.55,93.41,98.01,107.05,3.63,8791.52,1e-26,19692855,0.00602623206435968,1.000947679284e-05,1203N
VFG001443,"outer membrane protein A",Escherichia coli O18:K1:H7 str. RS218,10378,613,1041,92.6,101.15,91.55,98.86,13.07,8675.06,1e-26,19692855,0.00575369655755523,9.5567995972973e-06,1203N
VFG048297,"type 1 fimbrial minor component",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,13439,294,501,99.6,100,99.6,100,27.28,12580.12,1e-26,19692855,0.00571395534069511,9.49079006038731e-06,1203N
VFG000923,"ferrienterobactin outer membrane transporter",Escherichia coli CFT073,12378,1319,2241,98.35,100,98.35,100,5.95,8927.96,1e-26,19692855,0.00557459822401104,9.25932007873559e-06,1203N
VFG048287,"type 1 fimbrial minor component",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,12942,312,531,99.25,100,99.25,100,24.97,12034.14,1e-26,19692855,0.00554329272826417,9.20732214207798e-06,1203N
VFG049007,"transcriptional activator for ctr capsule biosynthesis",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,12793,367,624,100,100,100,100,20.57,11732.4,1e-26,19692855,0.00536628372927557,8.91331297539175e-06,1203N
VFG048784,"type VI secretion system lipoprotein TssJ",Klebsiella pneumoniae subsp. pneumoniae HS11286,12244,319,543,99.26,100,99.26,100,23.13,11317.73,1e-26,19692855,0.00525085725597492,8.72159141647349e-06,1203N
VFG000917,"Outer membrane heme/hemoglobin receptor ChuA",Escherichia coli CFT073,11889,1146,1947,99.49,99.95,99.54,100.05,6.21,8852.76,1e-26,19692855,0.00505236944472823,8.39190628003717e-06,1203N
VFG048683,"type VI secretion system protein, Hcp family",Klebsiella pneumoniae subsp. pneumoniae HS11286,11729,289,492,99.39,100,99.39,100,24.4,10888,1e-26,19692855,0.00501891313223821,8.33633587055636e-06,1203N
VFG001827,"enterotoxin",Shigella flexneri 2a str. 301,11523,671,1140,99.65,100,99.65,100,10.25,9656.96,1e-26,19692855,0.00488521257748597,8.11426134941449e-06,1203N
VFG048628,"type VI secretion system contractile sheath small subunit VipA",Klebsiella pneumoniae subsp. pneumoniae HS11286,11060,289,492,98.78,100,98.78,100,23.36,10220.42,1e-26,19692855,0.00480499224463462,7.98101663672937e-06,1203N
VFG000876,"Outer membrane usher protein fimD precursor",Escherichia coli CFT073,11023,1553,2637,97.72,99.2,98.51,100.8,4.37,7129.67,1e-26,19692855,0.00477923063110251,7.93822700134165e-06,1203N
VFG002417,"E. coli common pilus chaperone EcpE",Escherichia coli O157:H7 str. EDL933,8368,445,756,90.61,100,90.61,100,14.93,7121,1e-26,19692855,0.00471885196226703,7.83793898089425e-06,1203N
VFG002413,"regulator protein EcpR",Escherichia coli O157:H7 str. EDL933,8449,348,591,90.86,99.66,91.17,100.34,19.16,7458.95,1e-26,19692855,0.00471800740621495,7.83653618655886e-06,1203N
VFG002414,"E. coli common pilus structural subunit EcpA",Escherichia coli O157:H7 str. EDL933,8452,346,588,91.5,100,91.5,100,18.66,7466.69,1e-26,19692855,0.00458715817006266,7.61919766082017e-06,1203N
VFG048528,"enterochelin synthetase component D",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,12336,370,630,76.98,78.73,97.78,127.02,20.16,11266.89,1e-26,19692855,0.00418047931133286,6.94371046498695e-06,1203N
VFG044165,"enterobactin exporter, iron-regulated",Escherichia coli CFT073,8532,737,1251,97.44,100,97.44,100,7.5,6553.96,1e-26,19692855,0.00392259366780163,6.51536646220637e-06,1203N
VFG044326,"yersiniabactin ABC transporter ATP-binding/permease protein YbtP",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,9407,1062,1803,96.73,97,99.71,103.09,5.26,6650.1,1e-26,19692855,0.00384598826683496,6.38812609459475e-06,1203N
VFG001444,"putative arylsulfatase",Escherichia coli O18:K1:H7 str. RS218,8600,841,1428,98.25,100.07,98.18,99.93,6.35,6374.4,1e-26,19692855,0.00379367901596528,6.30124125062607e-06,1203N
VFG000366,"yersiniabactin ABC transporter ATP-binding/permease protein YbtQ",Yersinia pestis CO92,8196,1063,1803,97.56,98.56,98.99,101.46,4.64,5494.38,1e-26,19692855,0.00344722119988973,5.72578026062938e-06,1203N
VFG000358,"pesticin/yersiniabactin receptor protein",Yersinia pestis CO92,7926,1192,2022,99.16,99.36,99.8,100.65,3.96,4971.85,1e-26,19692855,0.00332615642619644,5.52469357333099e-06,1203N
VFG000368,"salicylate synthase Irp9",Yersinia pestis CO92,7782,769,1305,99.54,99.69,99.85,100.31,6.06,5750.02,1e-26,19692855,0.00329601729345229,5.4746329472985e-06,1203N
VFG000932,"2,3-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex",Escherichia coli CFT073,6880,950,1611,97.45,98.57,98.87,101.45,4.45,4489.77,1e-26,19692855,0.0029543031517375,4.90705112589665e-06,1203N
VFG000367,"putative signal transducer",Yersinia pestis CO92,6896,755,1281,99.53,99.84,99.69,100.16,5.47,4927.17,1e-26,19692855,0.00292479733444006,4.8580424268724e-06,1203N
VFG000919,"Putative oxygen independent coproporphyrinogen III oxidase",Escherichia coli CFT073,6392,789,1338,97.53,98.65,98.86,101.36,4.97,4370.39,1e-26,19692855,0.00274261180868026,4.55543513053724e-06,1203N
VFG000926,"ferrienterobactin ABC transporter permease",Escherichia coli CFT073,5729,600,1017,97.84,100,97.84,100,6.03,4155.81,1e-26,19692855,0.00256385237343247,4.25851851672211e-06,1203N
VFG000924,"ferrienterobactin ABC transporter periplasmic binding protein",Escherichia coli CFT073,5761,564,957,98.43,100,98.43,100,6.3,4268.13,1e-26,19692855,0.00252061918279167,4.18670886621779e-06,1203N
VFG044159,"enterobactin/ferric enterobactin esterase",Escherichia coli CFT073,5842,710,1203,99,100,99,100,5,4019.53,1e-26,19692855,0.00251472431780728,4.17691758808114e-06,1203N
VFG000928,"iron-enterobactin ABC transporter permease",Escherichia coli CFT073,5078,586,993,97.89,100,97.89,100,5.5,3561.84,1e-26,19692855,0.00228331951150531,3.79255783995098e-06,1203N
VFG000879,"FimH protein precursor",Escherichia coli CFT073,5065,538,912,96.6,98.9,97.67,101.11,6.04,3656.57,1e-26,19692855,0.00227762813224328,3.78310454840261e-06,1203N
VFG000922,"heme permease protein ChuU",Escherichia coli CFT073,5761,586,993,90.23,90.43,99.78,110.58,5.88,4219.11,1e-26,19692855,0.0022074651464391,3.66656493117199e-06,1203N
VFG045632,"Collagen binding MSCRAMM, EcbA",Enterococcus faecium DO,5671,1906,3228,81.6,83.83,97.34,119.29,1.93,1870.18,1e-26,19692855,0.00218345904878387,3.62669118007838e-06,1203N
VFG044332,"yersiniabactin biosynthesis salycil-AMP ligase YbtE",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,5608,931,1578,91.57,91.7,99.86,109.05,3.57,3343.98,1e-26,19692855,0.00215972920206099,3.58727627744376e-06,1203N
VFG000929,"phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex",Escherichia coli CFT073,4501,455,771,81.71,84.18,97.07,118.8,7.94,3302.37,1e-26,19692855,0.00215446057743111,3.57852517469833e-06,1203N
VFG000931,"isochorismate synthase 1",Escherichia coli CFT073,5158,701,1188,93.69,94.78,98.85,105.51,4.55,3389.54,1e-26,19692855,0.00214190049647236,3.55766307753213e-06,1203N
VFG000361,"yersiniabactin biosynthetic protein YbtU",Yersinia pestis CO92,5261,650,1101,95.28,95.55,99.71,104.66,4.83,3596.83,1e-26,19692855,0.00212431977029445,3.5284617675262e-06,1203N
VFG044172,"ATP-binding hydrophilic protein ChuV",Escherichia coli CFT073,4396,473,801,99.75,100,99.75,100,5.57,3160.68,1e-26,19692855,0.00186527324598494,3.09818956000918e-06,1203N
VFG000364,"transcriptional regulator YbtA",Yersinia pestis CO92,4044,567,960,97.19,97.92,99.26,102.13,4.29,2621.76,1e-26,19692855,0.00168598877894331,2.80040087663217e-06,1203N
VFG001713,"PapX protein regulates flagellum synthesis to repress motility",Escherichia coli CFT073,3570,326,552,97.64,100,97.64,100,6.84,2700.89,1e-26,19692855,0.00157851942015937,2.62189595992788e-06,1203N
VFG000874,"Fimbrin-like protein fimI precursor",Escherichia coli CFT073,3628,318,540,98.52,100,98.52,100,6.97,2774.14,1e-26,19692855,0.00157355268285337,2.61364628728509e-06,1203N
VFG000921,"ChuY",Escherichia coli CFT073,3647,368,624,98.4,100.32,98.08,99.68,6.01,2676.49,1e-26,19692855,0.00157290080610732,2.61256353025023e-06,1203N
VFG000918,"periplasmic heme-binding protein ChuT",Escherichia coli CFT073,3760,586,993,97.08,97.28,99.79,102.8,3.82,2316.8,1e-26,19692855,0.00154273354607761,2.56245618523827e-06,1203N
VFG000925,"ferrienterobactin ABC transporter ATPase",Escherichia coli CFT073,3487,482,816,98.65,99.63,99.02,100.37,4.53,2274.93,1e-26,19692855,0.00153968982911837,2.55740061918271e-06,1203N
VFG000360,"type II thioesterase YbtT",Yersinia pestis CO92,3666,474,804,98.26,98.63,99.62,101.39,4.6,2459,1e-26,19692855,0.00152502745869756,2.53304665224489e-06,1203N
VFG000916,"heme oxygenase ChuS",Escherichia coli CFT073,3990,607,1029,88.34,89.41,98.8,111.85,3.96,2487.9,1e-26,19692855,0.00152318062007403,2.52997908230319e-06,1203N
VFG043518,"collagen adhesin precursor Acm",Enterococcus faecium str. TX2555,4275,1279,2166,79.09,79.09,100,126.44,1.98,1615.18,1e-26,19692855,0.00141807750524698,2.35540445963997e-06,1203N
VFG000875,"Chaperone protein fimC precursor",Escherichia coli CFT073,2934,429,726,98.9,100,98.9,100,4.17,1865.87,1e-26,19692855,0.00126569022347733,2.10229157847192e-06,1203N
